Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
HOLA3,ALJA3,Aletris japonica Thunb.,hybrid violet,Liliaceae
HOLA3,ALJA4,"Aletris japonica Houtt., nom. obsc.",hybrid violet,Liliaceae
HOLA3,HEJA2,"Hemerocallis japonica (Thunb.) Thunb. 1784, non Thunb. 1794",hybrid violet,Liliaceae
HOLA3,HELA13,Hemerocallis lancifolia Thunb.,hybrid violet,Liliaceae
HOLA3,HOJA2,"Hosta japonica (Thunb.) Voss, non Tratt., nom. ambig.",hybrid violet,Liliaceae
HOLA3,NIJA2,Niobe japonica (Thunb.) Nash,hybrid violet,Liliaceae
HOSTA,ABAB3,Hosta Tratt.,plantain lily,Liliaceae
HOVE,ABAB3,Hosta ventricosa (Salisb.) Stearn,blue plantain lily,Liliaceae
HOVE,BRVE6,Bryocles ventricosa Salisb.,hybrid violet,Liliaceae
HOVE,NICA2,Niobe caerulea (Andrews) Nash,hybrid violet,Liliaceae
HOVE,NICO,"Niobe coerulea (Andrews) Nash, orth. var.",hybrid violet,Liliaceae
HYACI,ABAB3,Hyacinthoides Medik.,hyacinthoides,Liliaceae
HYHI2,ABAB3,Hypoxis hirsuta (L.) Coville,common goldstar,Liliaceae
HYHI2,ORHI2,Ornithogalum hirsutum L.,hybrid violet,Liliaceae
HYHI5,ABAB3,Hyacinthoides hispanica (Mill.) Rothm.,Hispanic hyacinthoides,Liliaceae
HYHI5,ENHI,Endymion hispanicus (Mill.) Chouard,hybrid violet,Liliaceae
HYHI5,SCHI6,Scilla hispanica Mill.,hybrid violet,Liliaceae
HYPOX,ABAB3,Hypoxis L.,star-grass,Liliaceae
LEAE,ABAB3,Leucojum aestivum L.,summer snowflake,Liliaceae
LEAEA,ABAB3,Leucojum aestivum L. ssp. aestivum,summer snowflake,Liliaceae
LEUCO2,ABAB3,Leucojum L.,snowflake,Liliaceae
LICA3,ABAB3,Lilium canadense L.,Canada lily,Liliaceae
LICAC,ABAB3,Lilium canadense L. ssp. canadense,Canada lily,Liliaceae
LILA8,ABAB3,Lilium lancifolium Thunb.,tiger lily,Liliaceae
LILA8,LITI,Lilium tigrinum Ker Gawl.,hybrid violet,Liliaceae
LILIU,ABAB3,Lilium L.,lily,Liliaceae
LIPH,ABAB3,Lilium philadelphicum L.,wood lily,Liliaceae
LIPHP,ABAB3,Lilium philadelphicum L. var. philadelphicum,wood lily,Liliaceae
LISU,ABAB3,Lilium superbum L.,turk's-cap lily,Liliaceae
LISU,LICAS2,Lilium canadense L. ssp. superbum (L.) B. Boivin & Cody,hybrid violet,Liliaceae
LISU,LICAS3,"Lilium canadense L. ssp. superbum (L.) Baker, nom. illeg.",hybrid violet,Liliaceae
LISU,LIGA3,Lilium gazarubrum Roane & Henry,hybrid violet,Liliaceae
LISU,LIMA12,Lilium mary-henryae Roane & Henry,hybrid violet,Liliaceae
MACA4,ABAB3,Maianthemum canadense Desf.,Canada mayflower,Liliaceae
MACA4,MACAI,Maianthemum canadense Desf. var. interius Fernald,hybrid violet,Liliaceae
MACA4,MACAP,Maianthemum canadense Desf. var. pubescens Gates & Ehlers,hybrid violet,Liliaceae
MACA4,UNCA,Unifolium canadense (Desf.) Greene,hybrid violet,Liliaceae
MAIAN,ABAB3,Maianthemum F.H. Wigg.,mayflower,Liliaceae
MARA7,ABAB3,Maianthemum racemosum (L.) Link,feathery false lily of the valley,Liliaceae
MARAR,ABAB3,Maianthemum racemosum (L.) Link ssp. racemosum,feathery false lily of the valley,Liliaceae
MARAR,CORA10,Convallaria racemosa L.,hybrid violet,Liliaceae
MARAR,SMCI,Smilacina ciliata Desf.,hybrid violet,Liliaceae
MARAR,SMFL,Smilacina flexicaulis Wender,hybrid violet,Liliaceae
MARAR,SMRA,Smilacina racemosa (L.) Desf.,hybrid violet,Liliaceae
MARAR,SMRAC,Smilacina racemosa (L.) Desf. var. cylindrata Fernald,hybrid violet,Liliaceae
MARAR,SMRAL,Smilacina racemosa (L.) Desf. var. lanceolata B. Boivin,hybrid violet,Liliaceae
MARAR,SMRAT,Smilacina racemosa (L.) Desf. var. typica Fernald,hybrid violet,Liliaceae
MARAR,VAAU2,Vagnera australis Rydb.,hybrid violet,Liliaceae
MARAR,VARA3,Vagnera racemosa (L.) Morong,hybrid violet,Liliaceae
MAST4,ABAB3,Maianthemum stellatum (L.) Link,starry false lily of the valley,Liliaceae
MAST4,COST12,Convallaria stellata L.,hybrid violet,Liliaceae
MAST4,SMLI,Smilacina liliacea (Greene) Wynd,hybrid violet,Liliaceae
MAST4,SMSE,Smilacina sessilifolia Nutt. ex Baker,hybrid violet,Liliaceae
MAST4,SMST,Smilacina stellata (L.) Desf.,hybrid violet,Liliaceae
MAST4,SMSTC,Smilacina stellata (L.) Desf. var. crassa Vict.,hybrid violet,Liliaceae
MAST4,SMSTM,Smilacina stellata (L.) Desf. var. mollis Farw.,hybrid violet,Liliaceae
MAST4,SMSTS,Smilacina stellata (L.) Desf. var. sessilifolia (Nutt. ex Baker) G. Hend.,hybrid violet,Liliaceae
MAST4,SMSTS2,Smilacina stellata (L.) Desf. var. sylvatica Vict. & J. Rousseau,hybrid violet,Liliaceae
MAST4,VALI2,Vagnera liliacea (Greene) Rydb.,hybrid violet,Liliaceae
MAST4,VASE5,Vagnera sessilifolia (Nutt. ex Baker) Greene,hybrid violet,Liliaceae
MAST4,VAST4,Vagnera stellata (L.) Morong,hybrid violet,Liliaceae
MATR4,ABAB3,Maianthemum trifolium (L.) Sloboda,threeleaf false lily of the valley,Liliaceae
MATR4,COTR11,Convallaria trifolia L.,hybrid violet,Liliaceae
MATR4,SMTR,Smilacina trifolia (L.) Desf.,hybrid violet,Liliaceae
MATR4,TOTR,Tovaria trifolia (L.) Neck. ex Baker,hybrid violet,Liliaceae
MATR4,VATR2,Vagnera trifolia (L.) Morong,hybrid violet,Liliaceae
MEDEO,ABAB3,Medeola L.,Indian cucumber,Liliaceae
MEVI,ABAB3,Medeola virginiana L.,Indian cucumber,Liliaceae
MUBO,ABAB3,Muscari botryoides (L.) Mill.,common grape hyacinth,Liliaceae
MUBO,HYBO5,Hyacinthus botryoides L.,hybrid violet,Liliaceae
MUNE,ABAB3,Muscari neglectum Guss. ex Ten.,starch grape hyacinth,Liliaceae
MUNE,MUAT,Muscari atlanticum Boiss. & Reut.,hybrid violet,Liliaceae
MUNE,MURA2,Muscari racemosum (L.) Lam. & DC.,hybrid violet,Liliaceae
MUSCA,ABAB3,Muscari Mill.,grape hyacinth,Liliaceae
NAPO,ABAB3,Narcissus poeticus L.,poet's narcissus,Liliaceae
NAPS,ABAB3,Narcissus pseudonarcissus L.,daffodil,Liliaceae
NARCI,ABAB3,Narcissus L.,daffodil,Liliaceae
ORNIT,ABAB3,Ornithogalum L.,star of Bethlehem,Liliaceae
ORNU,ABAB3,Ornithogalum nutans L.,drooping star of Bethlehem,Liliaceae
ORUM,ABAB3,Ornithogalum umbellatum L.,star of Bethlehem,Liliaceae
POBI2,ABAB3,Polygonatum biflorum (Walter) Elliott,smooth Solomon's seal,Liliaceae
POBIC,ABAB3,Polygonatum biflorum (Walter) Elliott var. commutatum (Schult. & Schult. f.) Morong,smooth Solomon's seal,Liliaceae
POBIC,COBI10,Convallaria biflora Walter p.p.,hybrid violet,Liliaceae
POBIC,POCA34,Polygonatum canaliculatum auct. non (Muhl. ex Willd.) Pursh,hybrid violet,Liliaceae
POBIC,POCO7,Polygonatum commutatum (Schult. & Schult. f.) A. Dietr.,hybrid violet,Liliaceae
POLYG2,ABAB3,Polygonatum Mill.,Solomon's seal,Liliaceae
POPU4,ABAB3,Polygonatum pubescens (Willd.) Pursh,hairy Solomon's seal,Liliaceae
POPU4,COPU13,Convallaria pubescens Willd.,hybrid violet,Liliaceae
STAM2,ABAB3,Streptopus amplexifolius (L.) DC.,claspleaf twistedstalk,Liliaceae
STAMA2,ABAB3,Streptopus amplexifolius (L.) DC. var. amplexifolius,claspleaf twistedstalk,Liliaceae
STAMA2,STAMA4,Streptopus amplexifolius (L.) DC. ssp. americanus (Schult. & Schult. f.) Á. Löve & D. Löve,hybrid violet,Liliaceae
STAMA2,STAMA,Streptopus amplexifolius (L.) DC. var. americanus Schult. & Schult. f.,hybrid violet,Liliaceae
STAMA2,STAMD,Streptopus amplexifolius (L.) DC. var. denticulatus Fassett,hybrid violet,Liliaceae
STAMA2,STAMG,Streptopus amplexifolius (L.) DC. var. grandiflorus Fassett,hybrid violet,Liliaceae
STAMA2,TOAM,Tortipes amplexifolius (L.) Small,hybrid violet,Liliaceae
STAMA2,UVAM,Uvularia amplexifolia L.,hybrid violet,Liliaceae
STLA16,ABAB3,Streptopus lanceolatus (Aiton) Reveal,twistedstalk,Liliaceae
STLAL2,ABAB3,Streptopus lanceolatus (Aiton) Reveal var. lanceolatus,twistedstalk,Liliaceae
STLAL2,STROP2,Streptopus roseus Michx. var. perspectus Fassett,hybrid violet,Liliaceae
STLAR,ABAB3,Streptopus lanceolatus (Aiton) Reveal var. roseus (Michx.) Reveal,twistedstalk,Liliaceae
STLAR,STRO4,Streptopus roseus Michx.,hybrid violet,Liliaceae
STREP3,ABAB3,Streptopus Michx.,twistedstalk,Liliaceae
TRCE,ABAB3,Trillium cernuum L.,whip-poor-will flower,Liliaceae
TRCE,TRCEM,Trillium cernuum L. var. macranthum Eames & Wiegand,hybrid violet,Liliaceae
TRER3,ABAB3,Trillium erectum L.,red trillium,Liliaceae
TRER3,TRERA,Trillium erectum L. var. album Pursh,hybrid violet,Liliaceae
TRER3,TRERF,Trillium erectum L. var. flavum Torr.,hybrid violet,Liliaceae
TRGL5,ABAB3,Triantha glutinosa (Michx.) Baker,sticky tofieldia,Liliaceae
TRGL5,NAGL,Narthecium glutinosum Michx.,hybrid violet,Liliaceae
TRGL5,TOGL2,Tofieldia glutinosa (Michx.) Pers.,hybrid violet,Liliaceae
TRGL5,TOGLG,Tofieldia glutinosa (Michx.) Pers. ssp. glutinosa,hybrid violet,Liliaceae
TRGL5,TORAG,"Tofieldia racemosa (Walter) Britton, Sterns & Poggenb. var. glutinosa (Michx.) H.E. Ahles",hybrid violet,Liliaceae
TRGR4,ABAB3,Trillium grandiflorum (Michx.) Salisb.,white trillium,Liliaceae
TRIAN2,ABAB3,Triantha (Nutt.) Baker,false asphodel,Liliaceae
TRILL,ABAB3,Trillium L.,trillium,Liliaceae
TRILL,PSEUD13,Pseudotrillium S.B. Farmer,hybrid violet,Liliaceae
TRUN,ABAB3,Trillium undulatum Willd.,painted trillium,Liliaceae
UVGR,ABAB3,Uvularia grandiflora Sm.,largeflower bellwort,Liliaceae
UVPE,ABAB3,Uvularia perfoliata L.,perfoliate bellwort,Liliaceae
UVSE,ABAB3,Uvularia sessilifolia L.,sessileleaf bellwort,Liliaceae
UVSE,OASE,Oakesiella sessilifolia (L.) S. Watson,hybrid violet,Liliaceae
UVULA,ABAB3,Uvularia L.,bellwort,Liliaceae
VEHY,ABAB3,Veratrum hybridum (Walter) J.H. Zimmerman ex Zomlefer,slender bunchflower,Liliaceae
VEHY,LEHY15,Leimanthium hybridum (Walter) Sweet,hybrid violet,Liliaceae
VEHY,MEHY3,Melanthium hybridum Walter,hybrid violet,Liliaceae
VEHY,MELA4,Melanthium latifolium Desr.,hybrid violet,Liliaceae
VEHY,VELA11,Veratrum latifolium (Desr.) Zomlefer,hybrid violet,Liliaceae
VEHY,ZIHY,Zigadenus hybridus (Walter) Kunth,hybrid violet,Liliaceae
VEHY,MERA4,melanthium racemosum Michx.,hybrid violet,Liliaceae
VERAT,ABAB3,Veratrum L.,false hellebore,Liliaceae
VEVI,ABAB3,Veratrum viride Aiton,green false hellebore,Liliaceae
VEVI,VEES,Veratrum eschscholtzianum (Schult. & Schult. f.) Rydb. ex A. Heller,hybrid violet,Liliaceae
VEVI,VEES2,Veratrum eschscholtzii A. Gray,hybrid violet,Liliaceae
VEVI,VEESI,Veratrum eschscholtzii A. Gray var. incriminatum B. Boivin,hybrid violet,Liliaceae
VEVI,VEVIE2,Veratrum viride Aiton ssp. eschscholtzii (A. Gray) Á. Löve & D. Löve,hybrid violet,Liliaceae
VEVI,VEVIE3,Veratrum viride Aiton var. eschscholtzii (A. Gray) Breitung,hybrid violet,Liliaceae
FLOER,ABAB3,Floerkea Willd.,floerkea,Limnanthaceae
FLPR,ABAB3,Floerkea proserpinacoides Willd.,false mermaidweed,Limnanthaceae
FLPR,FLOC,Floerkea occidentalis Rydb.,hybrid violet,Limnanthaceae
LIIN,ABAB3,Linum intercursum E.P. Bicknell,sandplain flax,Linaceae
LIIN,CAIN34,Cathartolinum intercursum (E.P. Bicknell) Small,hybrid violet,Linaceae
LIME2,ABAB3,Linum medium (Planch.) Britton,stiff yellow flax,Linaceae
LIMET,ABAB3,Linum medium (Planch.) Britton var. texanum (Planch.) Fernald,stiff yellow flax,Linaceae
LIMET,CACU12,Cathartolinum curtissii (Small) Small,hybrid violet,Linaceae
LIMET,LISTT,Linum striatum Walter var. texanum (Planch.) B. Boivin,hybrid violet,Linaceae
LIMET,LIVIT,Linum virginianum L. var. texanum Planch.,hybrid violet,Linaceae
LINUM,ABAB3,Linum L.,flax,Linaceae
LIST,ABAB3,Linum striatum Walter,ridged yellow flax,Linaceae
LIST,CAST31,Cathartolinum striatum (Walter) Small,hybrid violet,Linaceae
LIST,LISTM2,Linum striatum Walter var. multijugum Fernald,hybrid violet,Linaceae
LIST,NEST3,Nezera striata (Walter) Nieuwl.,hybrid violet,Linaceae
LISU4,ABAB3,Linum sulcatum Riddell,grooved flax,Linaceae
LISUS,ABAB3,Linum sulcatum Riddell var. sulcatum,grooved flax,Linaceae
LISUS,CASU28,Cathartolinum sulcatum (Riddell) Small,hybrid violet,Linaceae
LISUS,MESU8,Mesynium sulcatum (Riddell) Á. Löve & D. Löve,hybrid violet,Linaceae
LIUS,ABAB3,Linum usitatissimum L.,common flax,Linaceae
LIUS,LIHU3,Linum humile Mill.,hybrid violet,Linaceae
LIUS,LIUSH,Linum usitatissimum L. var. humile (Mill.) Pers.,hybrid violet,Linaceae
LIVI,ABAB3,Linum virginianum L.,woodland flax,Linaceae
LIVI,CAVI15,Cathartolinum virginianum (L.) Rchb.,hybrid violet,Linaceae
LIVI,NEVI,Nezera virginiana (L.) Nieuwl.,hybrid violet,Linaceae
HULU2,ABAB3,Huperzia lucidula (Michx.) Trevis.,shining clubmoss,Lycopodiaceae
HULU2,HULUT,Huperzia lucidula (Michx.) Trevis. var. tryonii (Mohlenbr.) Mohlenbr.,hybrid violet,Lycopodiaceae
HULU2,HUSEL,Huperzia selago (L.) Bernh. ex Schrank & Mart. ssp. lucidula (Michx.) Á. Löve & D. Löve,hybrid violet,Lycopodiaceae
HULU2,LYLU,Lycopodium lucidulum Michx.,hybrid violet,Lycopodiaceae
HULU2,LYLUT,Lycopodium lucidulum Michx. var. tryonii Mohlenbr.,hybrid violet,Lycopodiaceae
HULU2,LYRE,"Lycopodium reflexum Sw., non Lam.",hybrid violet,Lycopodiaceae
HULU2,URLU2,Urostachys lucidulus (Michx.) Herter ex Nessel,hybrid violet,Lycopodiaceae
HUPER,ABAB3,Huperzia Bernh.,clubmoss,Lycopodiaceae
HUSE,ABAB3,Huperzia selago (L.) Bernh. ex Schrank & Mart.,fir clubmoss,Lycopodiaceae
HUSES,ABAB3,Huperzia selago (L.) Bernh. ex Schrank & Mart. var. selago,fir clubmoss,Lycopodiaceae
HUSES,LYSE,Lycopodium selago L.,hybrid violet,Lycopodiaceae
HUSES,URSE5,Urostachys selago (L.) Herter ex Nessel,hybrid violet,Lycopodiaceae
LYAL5,ABAB3,Lycopodiella alopecuroides (L.) Cranfill,foxtail clubmoss,Lycopodiaceae
LYAL5,LEAL10,Lepidotis alopecuroides (L.) Rothm.,hybrid violet,Lycopodiaceae
LYAL5,LYAL2,Lycopodium alopecuroides L.,hybrid violet,Lycopodiaceae
LYAL5,LYINA,Lycopodium inundatum L. var. alopecuroides (L.) Tuck.,hybrid violet,Lycopodiaceae
LYAN2,ABAB3,Lycopodium annotinum L.,stiff clubmoss,Lycopodiaceae
LYAN2,LYANA5,Lycopodium annotinum L. ssp. alpestre (Hartm.) Á. Löve & D. Löve,hybrid violet,Lycopodiaceae
LYAN2,LYANP2,Lycopodium annotinum L. ssp. pungens (La Pylaie) Hultén,hybrid violet,Lycopodiaceae
LYAN2,LYANA,Lycopodium annotinum L. var. acrifolium Fernald,hybrid violet,Lycopodiaceae
LYAN2,LYANA2,Lycopodium annotinum L. var. alpestre Hartm.,hybrid violet,Lycopodiaceae
LYAN2,LYANP,Lycopodium annotinum L. var. pungens (La Pylaie) Desv.,hybrid violet,Lycopodiaceae
LYAN2,LYDU,Lycopodium dubium Zoega,hybrid violet,Lycopodiaceae
LYAN2,SPAN13,Spinulum annotinum (L.) A. Haines,hybrid violet,Lycopodiaceae
LYAP4,ABAB3,Lycopodiella appressa (Chapm.) Cranfill,southern bog clubmoss,Lycopodiaceae
LYAP4,LYAD3,Lycopodium adpressum (Chapm.) Lloyd & Underw.,hybrid violet,Lycopodiaceae
LYAP4,LYALA5,Lycopodium alopecuroides L. ssp. appressum (Chapm.) Clute,hybrid violet,Lycopodiaceae
LYAP4,LYALA6,Lycopodium alopecuroides L. var. appressum Chapm.,hybrid violet,Lycopodiaceae
LYAP4,LYAP5,Lycopodium appressum (Chapm.) Lloyd & Underw.,hybrid violet,Lycopodiaceae
LYAP4,LYINA2,Lycopodium inundatum L. var. appressum Chapm.,hybrid violet,Lycopodiaceae
LYAP4,LYINB2,Lycopodium inundatum L. var. bigelovii Tuck.,hybrid violet,Lycopodiaceae
LYCL,ABAB3,Lycopodium clavatum L.,running clubmoss,Lycopodiaceae
LYCL,LYCLL,Lycopodium clavatum L. var. laurentianum Vict.,hybrid violet,Lycopodiaceae
LYCL,LYCLS,Lycopodium clavatum L. var. subremotum Vict.,hybrid violet,Lycopodiaceae
LYCL,LYCLT,Lycopodium clavatum L. var. tristachyum Hook.,hybrid violet,Lycopodiaceae
LYCO8,ABAB3,Lycopodiella ×copelandii (Eig.) Cranfill [alopecuroides × appressa],clubmoss,Lycopodiaceae
LYCO8,LYCH2,Lycopodium chapmanii Underw. ex Maxon p.p.,hybrid violet,Lycopodiaceae
LYCO8,LYCO5,Lycopodium ×copelandii Eig.,hybrid violet,Lycopodiaceae
LYCO8,LYINE2,Lycopodium inundatum L. var. elongatum Chapm.,hybrid violet,Lycopodiaceae
LYCOP2,ABAB3,Lycopodium L.,clubmoss,Lycopodiaceae
LYCOP6,ABAB3,Lycopodiella Holub,clubmoss,Lycopodiaceae
LYDE,ABAB3,Lycopodium dendroideum Michx.,tree groundpine,Lycopodiaceae
LYDE,DEDE4,Dendrolycopodium dendroideum (Michx.) A. Haines,hybrid violet,Lycopodiaceae
LYDE,LYOBD,Lycopodium obscurum L. var. dendroideum (Michx.) D.C. Eaton,hybrid violet,Lycopodiaceae
LYDE,LYOBH,Lycopodium obscurum L. var. hybridum Farw.,hybrid violet,Lycopodiaceae
LYDI3,ABAB3,Lycopodium digitatum Dill. ex A. Braun,fan clubmoss,Lycopodiaceae
LYDI3,DIDI8,Diphasiastrum digitatum (Dill. ex A. Braun) Holub,hybrid violet,Lycopodiaceae
LYDI3,DICOF,Diphasium complanatum (L.) Rothm. ssp. flabelliforme (Fernald) Á. Löve & D. Löve,hybrid violet,Lycopodiaceae
LYDI3,LYCOF,Lycopodium complanatum L. var. flabelliforme Fernald,hybrid violet,Lycopodiaceae
LYDI3,LYFL5,Lycopodium flabelliforme (Fernald) Blanch.,hybrid violet,Lycopodiaceae
LYDI3,LYFLA2,Lycopodium flabelliforme (Fernald) Blanch. var. ambiguum Vict.,hybrid violet,Lycopodiaceae
LYGI2,ABAB3,Lycopodiella ×gilmanii A. Haines [appressa × inundata],hybrid violet,Lycopodiaceae
LYHI2,ABAB3,"Lycopodium hickeyi W.H. Wagner, Beitel & Moran",Pennsylvania clubmoss,Lycopodiaceae
LYHI2,DEHI,"Dendrolycopodium hickeyi (W.H. Wagner, Beitel & R.C. Moran) A. Haines",hybrid violet,Lycopodiaceae
LYHI2,LYOBI,Lycopodium obscurum L. var. isophyllum Hickey,hybrid violet,Lycopodiaceae
LYIN2,ABAB3,Lycopodiella inundata (L.) Holub,inundated clubmoss,Lycopodiaceae
LYIN2,LEIN7,Lepidotis inundata (L.) C. Borner,hybrid violet,Lycopodiaceae
LYIN2,LYIN,Lycopodium inundatum L.,hybrid violet,Lycopodiaceae
LYLA5,ABAB3,Lycopodium lagopus (Laest. ex Hartm.) Zinserl. ex Kuzen,one-cone clubmoss,Lycopodiaceae
LYLA5,LYCLM2,Lycopodium clavatum L. ssp. megastachyon (Fernald & Bissell) Selin,hybrid violet,Lycopodiaceae
LYLA5,LYCLM3,Lycopodium clavatum L. ssp. monostachyon (Hook. & Grev.) Seland.,hybrid violet,Lycopodiaceae
LYLA5,LYCLB,Lycopodium clavatum L. var. brevispicatum Peck,hybrid violet,Lycopodiaceae
LYLA5,LYCLI,Lycopodium clavatum L. var. integerrimum Spring,hybrid violet,Lycopodiaceae
LYLA5,LYCLM4,Lycopodium clavatum L. var. megastachyon Fernald & Bissell,hybrid violet,Lycopodiaceae
LYLA5,LYCLM,Lycopodium clavatum L. var. monostachyon Hook. & Grev.,hybrid violet,Lycopodiaceae
LYMA7,ABAB3,"Lycopodiella margueritiae J.G. Bruce, W.H. Wagner & Beitel",Marguerite's clubmoss,Lycopodiaceae
LYMA7,LYMA10,"Lycopodiella margueritae J.G. Bruce, W.H. Wagner & Beitel, orth. var.",hybrid violet,Lycopodiaceae
LYOB,ABAB3,Lycopodium obscurum L.,rare clubmoss,Lycopodiaceae
LYOB,DEOB4,Dendrolycopodium obscurum (L.) A. Haines,hybrid violet,Lycopodiaceae
LYTR,ABAB3,Lycopodium tristachyum Pursh,deeproot clubmoss,Lycopodiaceae
LYTR,DITR4,Diphasiastrum tristachyum (Pursh) Holub,hybrid violet,Lycopodiaceae
LYTR,DICH5,Diphasium chamicyparissus (A. Braun) Á. Löve & D. Löve,hybrid violet,Lycopodiaceae
LYTR,DICOC2,Diphasium complanatum (L.) Rothm. ssp. chamicyparissus (A. Braun) Kukkonen,hybrid violet,Lycopodiaceae
LYTR,DITR5,Diphasium tristachyum (Pursh) Rothm.,hybrid violet,Lycopodiaceae
LYTR,LYCH6,Lycopodium chamicyparissus A. Braun,hybrid violet,Lycopodiaceae
LYTR,LYCOC3,Lycopodium complanatum L. ssp. chamicyparissus (A. Braun) Nyman,hybrid violet,Lycopodiaceae
LYTR,LYCOC4,Lycopodium complanatum L. var. chamicyparissus (A. Braun) Döll,hybrid violet,Lycopodiaceae
LYTR,LYCOP8,Lycopodium complanatum L. var. patentifolium Spring,hybrid violet,Lycopodiaceae
LYGOD2,ABAB3,Lygodium Sw.,climbing fern,Lygodiaceae
LYPA3,ABAB3,Lygodium palmatum (Bernh.) Sw.,American climbing fern,Lygodiaceae
CUPHE,ABAB3,Cuphea P. Br.,waxweed,Lythraceae
CUVI,ABAB3,Cuphea viscosissima Jacq.,blue waxweed,Lythraceae
CUVI,CUPE4,Cuphea petiolata (L.) Koehne,hybrid violet,Lythraceae
CUVI,PAPE9,Parsonsia petiolata (L.) Rusby,hybrid violet,Lythraceae
DECOD,ABAB3,Decodon J.F. Gmel.,decodon,Lythraceae
DEVE,ABAB3,Decodon verticillatus (L.) Elliott,swamp loosestrife,Lythraceae
DEVE,DEVEL,Decodon verticillatus (L.) Elliott var. laevigatus Torr. & A. Gray,hybrid violet,Lythraceae
LYAL4,ABAB3,Lythrum alatum Pursh,winged lythrum,Lythraceae
LYALA4,ABAB3,Lythrum alatum Pursh var. alatum,winged lythrum,Lythraceae
LYALA4,LYDA2,Lythrum dacotanum Nieuwl.,hybrid violet,Lythraceae
LYLI2,ABAB3,Lythrum lineare L.,wand lythrum,Lythraceae
LYSA2,ABAB3,Lythrum salicaria L.,purple loosestrife,Lythraceae
LYSA2,LYSAG,Lythrum salicaria L. var. gracilior Turcz.,hybrid violet,Lythraceae
LYSA2,LYSAT,Lythrum salicaria L. var. tomentosum (Mill.) DC.,hybrid violet,Lythraceae
LYSA2,LYSAV,Lythrum salicaria L. var. vulgare DC.,hybrid violet,Lythraceae
LYTHR,ABAB3,Lythrum L.,loosestrife,Lythraceae
RORA,ABAB3,Rotala ramosior (L.) Koehne,lowland rotala,Lythraceae
RORA,ROCA5,Rotala catholica (Cham. & Schltdl.) van Leeuwen,hybrid violet,Lythraceae
RORA,RODE3,Rotala dentifera (A. Gray) Koehne,hybrid violet,Lythraceae
RORA,RORAI,Rotala ramosior (L.) Koehne var. interior Fernald & Grisc.,hybrid violet,Lythraceae
RORA,RORAT,Rotala ramosior (L.) Koehne var. typica Fernald & Grisc.,hybrid violet,Lythraceae
ROTAL,ABAB3,Rotala L.,rotala,Lythraceae
LIRIO,ABAB3,Liriodendron L.,tuliptree,Magnoliaceae
LITU,ABAB3,Liriodendron tulipifera L.,tuliptree,Magnoliaceae
MAAC,ABAB3,Magnolia acuminata (L.) L.,cucumber tree,Magnoliaceae
MAAC,MAACC2,Magnolia acuminata (L.) L. var. cordata (Michx.) Ser.,hybrid violet,Magnoliaceae
MAAC,MAACO,Magnolia acuminata (L.) L. var. ozarkensis Ashe,hybrid violet,Magnoliaceae
MAAC,MAACS,Magnolia acuminata (L.) L. var. subcordata (Spach) Dandy,hybrid violet,Magnoliaceae
MAAC,MACO23,Magnolia cordata Michx.,hybrid violet,Magnoliaceae
MAAC,TUAC2,Tulipastrum acuminatum (L.) Small,hybrid violet,Magnoliaceae
MAAC,TUCO2,Tulipastrum cordatum (Michx.) Small,hybrid violet,Magnoliaceae
MAGNO,ABAB3,Magnolia L.,magnolia,Magnoliaceae
MATR,ABAB3,Magnolia tripetala (L.) L.,umbrella-tree,Magnoliaceae
MATR,MAUM,Magnolia umbrella Desr.,hybrid violet,Magnoliaceae
MATR,MAUMT,Magnolia umbrella Desr. var. tripetala (L.) P. Parm.,hybrid violet,Magnoliaceae
MATR,MAVIT2,Magnolia virginiana L. var. tripetala L.,hybrid violet,Magnoliaceae
ABELM,ABAB3,Abelmoschus Medik.,okra,Malvaceae
ABES,ABAB3,Abelmoschus esculentus (L.) Moench,okra,Malvaceae
ABES,HIES,Hibiscus esculentus L.,hybrid violet,Malvaceae
ABTH,ABAB3,Abutilon theophrasti Medik.,velvetleaf,Malvaceae
ABTH,ABAB3,"Abutilon abutilon (L.) Rusby, nom. inval.",hybrid violet,Malvaceae
ABTH,ABAV,Abutilon avicennae Gaertn.,hybrid violet,Malvaceae
ABUTI,ABAB3,Abutilon Mill.,Indian mallow,Malvaceae
ALCEA,ABAB3,Alcea L.,hollyhock,Malvaceae
ALOF2,ABAB3,Althaea officinalis L.,common marshmallow,Malvaceae
ALRO3,ABAB3,Alcea rosea L.,hollyhock,Malvaceae
ALRO3,ALFI9,Alcea ficifolia L.,hybrid violet,Malvaceae
ALRO3,ALRO4,Althaea rosea (L.) Cav.,hybrid violet,Malvaceae
ALTHA,ABAB3,Althaea L.,marshmallow,Malvaceae
ANCR2,ABAB3,Anoda cristata (L.) Schltdl.,crested anoda,Malvaceae
ANCR2,ANAC3,Anoda acerifolia auct. non (Zucc. ex Roem. & Schult.) DC.,hybrid violet,Malvaceae
ANCR2,ANCRB,Anoda cristata (L.) Schltdl. var. brachyantha (Rchb.) Hochr.,hybrid violet,Malvaceae
ANCR2,ANCRD,Anoda cristata (L.) Schltdl. var. digitata (A. Gray) Hochr.,hybrid violet,Malvaceae
ANCR2,ANLA23,Anoda lavaterioides Medik.,hybrid violet,Malvaceae
ANCR2,SICR2,Sida cristata L.,hybrid violet,Malvaceae
